AnimalID,AnimalName,AnimalType,PrimaryColor,SecondaryColor,PrimaryBreed,Sex,DOB,Age,IntakeDate,IntakeCondition,IntakeType,IntakeSubtype,IntakeReason,OutcomeDate,OutcomeType,OutcomeSubtype,OutcomeCondition,Crossing,Jurisdiction,LastUpdate
A1391853,LATTE,CAT,TABBY-GRAY,,DOMESTIC SH,NEUTERED,2025-06-25,14 WEEKS,2025-08-19,MED R,STRAY,OTC,,2025-08-27,ADOPTION,,HEALTHY,SILVERSTONE PLACE X GREENSTONE CT,SAN JOSE,2025-08-27
A1391854,GUTS,CAT,TABBY-BRN,WHITE,DOMESTIC SH,NEUTERED,2025-06-25,14 WEEKS,2025-08-19,MED R,STRAY,OTC,,2025-08-30,ADOPTION,,HEALTHY,SILVERSTONE PLACE X GREENSTONE CT,SAN JOSE,2025-08-30
A1391856,,OTHER,GRAY,,OPOSSUM,FEMALE,,NO AGE,2025-08-19,HEALTHY,WILDLIFE,FIELD,,2025-08-19,TRANSFER,,HEALTHY,PROVINCETOWN X PROSPECT,SAN JOSE,2025-08-20
A1391857,,OTHER,GRAY,,OPOSSUM,UNKNOWN,,NO AGE,2025-08-19,HEALTHY,WILDLIFE,FIELD,,2025-08-20,TRANSFER,,HEALTHY,PROVINCETOWN X PROSPECT,SAN JOSE,2025-08-20
A1391858,,OTHER,GRAY,,OPOSSUM,UNKNOWN,,NO AGE,2025-08-19,HEALTHY,WILDLIFE,FIELD,,2025-08-20,TRANSFER,,HEALTHY,PROVINCETOWN X PROSPECT,SAN JOSE,2025-08-20
A1391859,,OTHER,GRAY,,OPOSSUM,UNKNOWN,,NO AGE,2025-08-19,HEALTHY,WILDLIFE,FIELD,,2025-08-20,TRANSFER,,HEALTHY,PROVINCETOWN X PROSPECT,SAN JOSE,2025-08-20
A1391860,,OTHER,GRAY,,OPOSSUM,UNKNOWN,,NO AGE,2025-08-19,HEALTHY,WILDLIFE,FIELD,,2025-08-20,TRANSFER,,HEALTHY,PROVINCETOWN X PROSPECT,SAN JOSE,2025-08-20
A1391861,,OTHER,GRAY,,OPOSSUM,UNKNOWN,,NO AGE,2025-08-19,HEALTHY,WILDLIFE,FIELD,,2025-08-20,TRANSFER,,HEALTHY,PROVINCETOWN X PROSPECT,SAN JOSE,2025-08-20
A1391863,,CAT,TABBY-BRN,,DOMESTIC SH,FEMALE,2025-07-13,11 WEEKS,2025-08-19,HEALTHY,STRAY,OTC,,2025-08-20,TRANSFER,,HEALTHY,MONTEREY RD/UMBARGER,SAN JOSE,2025-08-20
A1391864,,OTHER,GRAY,,OPOSSUM,UNKNOWN,,NO AGE,2025-08-19,HEALTHY,WILDLIFE,FIELD,,2025-08-20,TRANSFER,,HEALTHY,PROVINCETOWN X PROSPECT,SAN JOSE,2025-08-20
A1391865,,CAT,BLACK,,DOMESTIC SH,FEMALE,2025-07-13,11 WEEKS,2025-08-19,HEALTHY,STRAY,OTC,,2025-08-20,TRANSFER,,HEALTHY,MONTEREY RD/UMBARGER,SAN JOSE,2025-08-20
A1391866,,CAT,BLACK,,DOMESTIC SH,FEMALE,2025-07-13,11 WEEKS,2025-08-19,HEALTHY,STRAY,OTC,,2025-08-20,TRANSFER,,HEALTHY,MONTEREY RD/UMBARGER,SAN JOSE,2025-08-20
A1391867,,CAT,TABBY-ORG,,DOMESTIC SH,MALE,2025-07-13,11 WEEKS,2025-08-19,HEALTHY,STRAY,OTC,,2025-08-20,TRANSFER,,HEALTHY,MONTEREY RD/UMBARGER,SAN JOSE,2025-08-20
A1391868,,CAT,TABBY-BRN,,DOMESTIC SH,FEMALE,2025-07-13,11 WEEKS,2025-08-19,HEALTHY,STRAY,OTC,,2025-08-21,TRANSFER,,HEALTHY,MONTEREY RD/UMBARGER,SAN JOSE,2025-08-21
A1391869,JAQUELINE,DOG,GRAY,WHITE,PIT BULL,SPAYED,2024-02-20,1 YEAR 7 MONTHS,2025-08-19,MED R,STRAY,OTC,,,,,,LOCKE DR/ SINGLETON RD,SAN JOSE,2025-09-17
A1391870,OPAL,CAT,TABBY-BRN,,DOMESTIC SH,FEMALE,2025-08-17,6 WEEKS,2025-08-19,NURSING,STRAY,OTC,,,,,,2700 BLOCK MONTEREY RD,SAN JOSE,2025-09-25
A1391871,OTIS,CAT,TABBY-BRN,,DOMESTIC SH,MALE,2025-08-17,6 WEEKS,2025-08-19,NURSING,STRAY,OTC,,,,,,2700 BLOCK MONTEREY RD,SAN JOSE,2025-09-25
A1391872,ODIN,CAT,TABBY-BRN,,DOMESTIC SH,MALE,2025-08-17,6 WEEKS,2025-08-19,NURSING,STRAY,OTC,,,,,,2700 BLOCK MONTEREY RD,SAN JOSE,2025-09-25
A1391873,OPHELIA,CAT,BLACK,,DOMESTIC SH,FEMALE,2025-08-17,6 WEEKS,2025-08-19,NURSING,STRAY,OTC,,,,,,2700 BLOCK MONTEREY RD,SAN JOSE,2025-09-25
A1391874,PAPA,DOG,BLACK,BROWN,GERM SHEPHERD,MALE,2023-09-03,2 YEARS,2025-08-19,MED R,STRAY,FIELD,,2025-08-19,RTO,,MED R,MONROVIA DR,SAN JOSE,2025-08-19
A1391875,TRAP 20,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2025-08-20,FERAL,S/N CLINIC,,,2025-08-20,RTF,,FERAL,,SAN JOSE,2025-08-20
A1391876,TRAP 21,CAT,TORBI-BRN,,DOMESTIC SH,SPAYED,,NO AGE,2025-08-12,FERAL,S/N CLINIC,,,2025-08-20,RTF,,FERAL,,SAN JOSE,2025-08-20
A1391877,TRAP 22,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2025-08-20,FERAL,S/N CLINIC,,,2025-08-20,RTF,,FERAL,,SAN JOSE,2025-08-20
A1391878,TRAP 23,CAT,BLACK,,DOMESTIC SH,SPAYED,,NO AGE,2025-08-20,FERAL,S/N CLINIC,,,2025-08-20,RTF,,FERAL,,SAN JOSE,2025-08-20
A1391879,TRAP 24,CAT,BLACK,,DOMESTIC SH,SPAYED,,NO AGE,2025-08-20,FERAL,S/N CLINIC,,,2025-08-23,SPAY,,FERAL,,SAN JOSE,2025-08-23
A1391880,TRAP 25,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,,NO AGE,2025-08-20,FERAL,S/N CLINIC,,,2025-08-20,RTF,,FERAL,,SAN JOSE,2025-08-20
A1391882,,CAT,TABBY-BRN,,DOMESTIC SH,MALE,2025-06-16,15 WEEKS,2025-08-19,MED SEV,STRAY,OTC,,2025-09-10,RESCUE,,MED SEV,MCLAUGHLIN AVE/NEW ST,SAN JOSE,2025-09-12
A1391883,,CAT,BLACK,,DOMESTIC SH,MALE,2025-06-19,15 WEEKS,2025-08-19,HEALTHY,STRAY,OTC,,2025-08-29,TRANSFER,,HEALTHY,CANOAS GAREN AVE/ALMADEN RD,SAN JOSE,2025-08-29
A1391884,MUFASA,DOG,BLACK,,GERM SHEPHERD,MALE,,NO AGE,2025-08-19,DEAD,DISPO REQ,OTC OWNED,,2025-08-19,DISPOSAL,,DEAD,,SAN JOSE,2025-08-19
A1391885,HANDROLL,CAT,TABBY-BRN,,DOMESTIC SH,MALE,2025-08-04,8 WEEKS,2025-08-19,MED R,STRAY,OTC,,,,,,HEATH ST/RUDYARD DR,MILPITAS,2025-08-22
A1391886,CLEO,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,2025-06-19,15 WEEKS,2025-08-19,HEALTHY,STRAY,OTC,,2025-08-23,ADOPTION,,HEALTHY,VINEYARD DR/ARBOR VALLEY DR,SAN JOSE,2025-08-23
A1391888,,CAT,TABBY-GRAY,WHITE,DOMESTIC SH,FEMALE,2025-07-23,10 WEEKS,2025-08-19,NURSING,OWNER SUR,FIELD,,2025-08-31,RESCUE,,NURSING,,,2025-08-31
A1391889,,CAT,TABBY-BRN,,DOMESTIC SH,MALE,2025-07-23,10 WEEKS,2025-08-19,NURSING,OWNER SUR,FIELD,,2025-08-31,RESCUE,,NURSING,,,2025-08-31
A1391890,,CAT,GRAY,,DOMESTIC SH,FEMALE,2025-07-23,10 WEEKS,2025-08-19,NURSING,OWNER SUR,FIELD,,2025-08-31,RESCUE,,NURSING,,,2025-08-31
A1391891,,CAT,GRAY,,DOMESTIC SH,FEMALE,2025-07-23,10 WEEKS,2025-08-19,NURSING,OWNER SUR,FIELD,,2025-08-31,RESCUE,,NURSING,,,2025-08-31
A1391892,,CAT,TABBY-BRN,,DOMESTIC SH,MALE,2025-07-23,10 WEEKS,2025-08-19,NURSING,OWNER SUR,FIELD,,2025-08-31,RESCUE,,NURSING,,,2025-08-31
A1391893,,CAT,PT-LILAC,,DOMESTIC SH,FEMALE,2025-07-09,12 WEEKS,2025-08-19,HEALTHY,OWNER SUR,FIELD,,2025-08-20,TRANSFER,,HEALTHY,,,2025-08-21
A1391894,,CAT,TABBY-BRN,,DOMESTIC SH,MALE,2025-07-09,12 WEEKS,2025-08-19,HEALTHY,OWNER SUR,FIELD,,2025-08-20,TRANSFER,,HEALTHY,,,2025-08-21
A1391895,,CAT,BLACK,,DOMESTIC SH,MALE,2025-07-09,12 WEEKS,2025-08-19,HEALTHY,OWNER SUR,FIELD,,2025-08-20,TRANSFER,,HEALTHY,,,2025-08-21
A1391896,,CAT,TABBY-GRAY,WHITE,DOMESTIC SH,MALE,2025-07-09,12 WEEKS,2025-08-19,HEALTHY,OWNER SUR,FIELD,,2025-08-20,TRANSFER,,HEALTHY,,,2025-08-21
A1391897,,CAT,GRAY,,DOMESTIC SH,MALE,2025-07-09,12 WEEKS,2025-08-19,HEALTHY,OWNER SUR,FIELD,,2025-08-20,TRANSFER,,HEALTHY,,,2025-08-21
A1391898,,CAT,TABBY-BRN,,DOMESTIC SH,FEMALE,2024-08-20,1 YEAR 1 MONTH,2025-08-19,MED R,OWNER SUR,FIELD,,2025-08-31,RESCUE,,MED R,,,2025-08-31
A1391899,URSULA,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,,NO AGE,2025-08-19,HEALTHY,OWNER SUR,FIELD,,2025-08-31,ADOPTION,,HEALTHY,,,2025-08-31
A1391900,SWEETPEA,CAT,TABBY-GRAY,,DOMESTIC SH,SPAYED,2024-08-26,1 YEAR 1 MONTH,2025-08-19,HEALTHY,OWNER SUR,FIELD,,2025-08-30,ADOPTION,,HEALTHY,,,2025-08-30
A1391901,DAISY,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,2024-08-26,1 YEAR 1 MONTH,2025-08-19,HEALTHY,OWNER SUR,FIELD,,2025-09-14,ADOPTION,,HEALTHY,,,2025-09-14
A1391902,,DOG,BROWN,,CHIHUAHUA SH,MALE,2025-08-07,8 WEEKS,2025-08-19,HEALTHY,CONFISCATE,POLICE,,2025-09-15,RESCUE,,HEALTHY,,SAN JOSE,2025-09-15
A1391903,,DOG,BLACK,,CHIHUAHUA SH,MALE,2025-08-07,8 WEEKS,2025-08-19,MED R,CONFISCATE,POLICE,,2025-09-15,RESCUE,,MED R,,SAN JOSE,2025-09-15
A1391904,,DOG,BLACK,,CHIHUAHUA SH,MALE,2025-08-07,8 WEEKS,2025-08-19,HEALTHY,CONFISCATE,POLICE,,2025-09-15,RESCUE,,HEALTHY,,SAN JOSE,2025-09-15
A1391905,PIXEL,DOG,BROWN,BLACK,YORKSHIRE TERR,FEMALE,2022-08-19,3 YEARS,2025-08-19,BEH U,CONFISCATE,POLICE,,2025-09-15,RESCUE,,BEH U,,SAN JOSE,2025-09-15
A1391906,BONZO,DOG,WHITE,,POODLE MIN,MALE,2022-08-20,3 YEARS,2025-08-19,HEALTHY,CONFISCATE,POLICE,,2025-08-20,RTO,,HEALTHY,,SAN JOSE,2025-08-20
A1391907,,BIRD,BROWN,,OWL,UNKNOWN,2023-08-19,2 YEARS,2025-08-19,MED R,WILDLIFE,FIELD,,2025-08-20,TRANSFER,,MED R,WALLACE DR X LILLIAN WAY,SAN JOSE,2025-08-20
A1391908,,BIRD,GRAY,BLACK,GOOSE,UNKNOWN,2022-08-19,3 YEARS,2025-08-19,DEAD,DISPO REQ,FIELD,,2025-08-19,DISPOSAL,,DEAD,ORCHARD PRWY X ORCHARD DR,SAN JOSE,2025-08-19
A1391909,,BIRD,GRAY,BLACK,GOOSE,UNKNOWN,2022-08-19,3 YEARS,2025-08-19,DEAD,DISPO REQ,FIELD,,2025-08-19,DISPOSAL,,DEAD,ORCHARD PRWY X ORCHARD DR,SAN JOSE,2025-08-19
A1391910,,DOG,BLACK,BROWN,YORKSHIRE TERR,FEMALE,2025-05-19,4 MONTHS,2025-08-19,HEALTHY,CONFISCATE,POLICE,,2025-09-15,RESCUE,,HEALTHY,,SAN JOSE,2025-09-15
A1391911,,DOG,BLACK,,YORKSHIRE TERR,FEMALE,2025-05-19,4 MONTHS,2025-08-19,HEALTHY,CONFISCATE,POLICE,,2025-09-15,RESCUE,,HEALTHY,,SAN JOSE,2025-09-15
A1391912,,DOG,TAN,,YORKSHIRE TERR,FEMALE,2025-05-19,4 MONTHS,2025-08-19,HEALTHY,CONFISCATE,POLICE,,2025-09-15,RESCUE,,HEALTHY,,SAN JOSE,2025-09-15
A1391913,DAISY,CAT,TORTIE-DIL,,DOMESTIC MH,SPAYED,2025-05-20,4 MONTHS,2025-08-20,MED R,STRAY,FIELD,,2025-08-29,ADOPTION,,MED R,FULLER AVE/BIRD AVE,SAN JOSE,2025-08-29
A1391914,TRAP 26,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,,NO AGE,2025-08-20,FERAL,S/N CLINIC,,,2025-08-20,RTF,,FERAL,,SARATOGA,2025-08-20
A1391915,TRAP 27,CAT,TABBY-ORG,,DOMESTIC SH,SPAYED,,NO AGE,2025-08-20,FERAL,S/N CLINIC,,,2025-08-20,SPAY,,FERAL,,SAN JOSE,2025-08-20
A1391916,TRAP 28,CAT,GRAY,,DOMESTIC SH,NEUTERED,,NO AGE,2025-08-20,FERAL,S/N CLINIC,,,2025-08-20,RTF,,FERAL,,SAN JOSE,2025-08-20
A1391917,TRAP 29,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,,NO AGE,2025-08-20,FERAL,S/N CLINIC,,,2025-08-20,NEUTER,,FERAL,,SAN JOSE,2025-08-20
A1391918,TRAP 30,CAT,TABBY-ORG,,DOMESTIC SH,SPAYED,,NO AGE,2025-08-20,FERAL,S/N CLINIC,,,2025-08-20,RTF,,FERAL,,SAN JOSE,2025-08-20
A1391925,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,UNKNOWN,,NO AGE,2025-08-20,MED SEV,STRAY,OTC,,2025-08-22,EUTH,,MED SEV,WABASH ST/PACIFIC AVE,SAN JOSE,2025-08-22
A1391926,,DOG,WHITE,,ALASKAN HUSKY,MALE,2025-05-20,4 MONTHS,2025-08-20,HEALTHY,STRAY,OTC,,2025-08-27,TRANSFER,,HEALTHY,TULLY RD/MONTEREY,SAN JOSE,2025-08-27
A1391928,,OTHER,GRAY,WHITE,OPOSSUM,UNKNOWN,,NO AGE,2025-08-20,DEAD,DISPO REQ,FIELD,,2025-08-20,DISPOSAL,,DEAD,LIVE OAK,MILPITAS,2025-08-20
A1391929,NIMUE,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,2025-06-23,14 WEEKS,2025-08-20,MED R,STRAY,OTC,,2025-08-31,ADOPTION,,HEALTHY,MURTHA X CANDLER,SAN JOSE,2025-08-31
A1391930,BELLA,DOG,BLACK,WHITE,CHIHUAHUA SH,SPAYED,2023-08-15,2 YEARS,2025-08-20,HEALTHY,STRAY,OTC,IP ADOPT,2025-08-28,ADOPTION,,HEALTHY,CAPITOL/SENTER,SAN JOSE,2025-08-28
A1391931,,CAT,WHITE,BLACK,DOMESTIC SH,FEMALE,2025-07-15,11 WEEKS,2025-08-20,MED R,STRAY,OTC,,,,,,S BASCOM X MOORPARK,SAN JOSE,2025-09-18
A1391932,,CAT,TORBI-BRN,,DOMESTIC SH,FEMALE,2025-07-15,11 WEEKS,2025-08-20,MED R,STRAY,OTC,IP ADOPT,,,,,TAPER LN/MCLAUGHLIN AVE,SAN JOSE,2025-09-25
A1391934,HARLOW,CAT,CALICO-TRI,,DOMESTIC SH,SPAYED,2024-10-22,11 MONTHS,2025-08-20,HEALTHY,STRAY,OTC,,,,,,PINE AVE/JOHNSTON AVE,SAN JOSE,2025-09-22
A1391935,,OTHER,GRAY,BLACK,RACCOON,UNKNOWN,1985-08-20,40 YEARS,2025-08-20,DEAD,DISPO REQ,FIELD,,2025-08-20,DISPOSAL,,DEAD,EDEN PARK PL/SILICON VALLEY BLVD,SAN JOSE,2025-08-20
A1391943,,DOG,GRAY,WHITE,PIT BULL,NEUTERED,,NO AGE,2025-08-20,MED SEV,OWNER SUR,OTC,,2025-08-20,RTO,,MED SEV,,SAN JOSE,2025-08-20
A1391946,NAOMI,OTHER,WHITE,,RABBIT SH,FEMALE,,NO AGE,2025-08-20,HEALTHY,STRAY,OTC,,2025-09-03,RESCUE,,MED SEV,E CALAVERAS BLVD/AYER ST,MILPITAS,2025-09-03
A1391947,RUTHY,OTHER,WHITE,,RABBIT SH,FEMALE,,NO AGE,2025-08-20,HEALTHY,STRAY,OTC,,2025-09-03,RESCUE,,MED SEV,E CALAVERAS BLVD/AYER ST,MILPITAS,2025-09-03
A1391948,SPARKS,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,2021-08-22,4 YEARS,2025-08-20,MED R,STRAY,FIELD,,2025-08-23,RTO,,MED R,UTPOIA PL / PEAK DR,SAN JOSE,2025-08-23
A1391949,,CAT,PT-FLAME,,DOMESTIC SH,NEUTERED,2025-06-26,14 WEEKS,2025-08-20,MED R,STRAY,OTC,,2025-08-28,ADOPTION,,HEALTHY,TUSTIN DR/VANPORT DR,SAN JOSE,2025-08-28
A1391950,NIMBUS,CAT,BLACK,,DOMESTIC SH,SPAYED,2025-06-29,13 WEEKS,2025-08-20,MED R,STRAY,OTC,,2025-08-24,ADOPTION,,MED R,TUSTIN DR/VANPORT DR,SAN JOSE,2025-08-24
A1391951,ZOEY,DOG,MERLE-BLUE,WHITE,PIT BULL,SPAYED,2024-08-20,1 YEAR 1 MONTH,2025-08-20,MED R,CONFISCATE,ASO,,2025-08-20,RTO,,MED R,,SAN JOSE,2025-08-20
A1391951,ZOEY,DOG,MERLE-BLUE,WHITE,PIT BULL,SPAYED,2024-08-20,1 YEAR 1 MONTH,2025-08-31,HEALTHY,STRAY,OTC,,2025-09-09,ADOPTION,,HEALTHY,200 BLOCK LEO AVE X S 7TH ST,,2025-09-09
A1391952,SAM,DOG,BROWN,BLACK,GERM SHEPHERD,MALE,2023-08-20,2 YEARS,2025-08-20,HEALTHY,STRAY,FIELD,,2025-08-21,RTO,,HEALTHY,S WHITE RD / MARTEN AVE,SAN JOSE,2025-08-21
A1391953,,CAT,CALICO-TRI,,DOMESTIC SH,UNKNOWN,,NO AGE,2025-08-20,DEAD,DISPO REQ,FIELD,,2025-08-20,DISPOSAL,,DEAD,ASBURY ST / WALNUT ST,SAN JOSE,2025-08-20
A1391954,DOG,DOG,BLACK,BROWN,NORWICH TERRIER,MALE,2024-09-08,1 YEAR,2025-08-20,HEALTHY,STRAY,FIELD,,2025-08-21,RTO,,HEALTHY,S WHITE RD / MARTEN AVE,SAN JOSE,2025-08-21
A1391954,DOG,DOG,BLACK,BROWN,NORWICH TERRIER,MALE,2024-09-08,1 YEAR,2025-08-31,DEAD,DISPO REQ,FIELD,,2025-08-31,DISPOSAL,,DEAD,MT VISTA DR / MT PALOMAR,SAN JOSE,2025-09-02
A1391955,,CAT,BLACK,WHITE,DOMESTIC SH,UNKNOWN,2024-10-20,10 MONTHS,2025-08-20,MED SEV,STRAY,OTC,,2025-08-20,EUTH,,MED EMERG,SANTA TERESA BLVD/SAN IGNACIO AVE,SAN JOSE,2025-08-20
A1391956,,CAT,BLACK,,DOMESTIC SH,MALE,2025-07-22,10 WEEKS,2025-08-20,MED R,STRAY,OTC,,,,,,TAPER LN/MCLAUGHLIN AVE,SAN JOSE,2025-09-16
A1391958,,OTHER,BROWN,WHITE,SQUIRREL,UNKNOWN,,NO AGE,2025-08-20,DEAD,DISPO REQ,FIELD,,2025-08-20,DISPOSAL,,DEAD,GERALD CIR / SINCLAIR FRONTAGE RD,MILPITAS,2025-08-20
A1391959,,CAT,BLACK,,DOMESTIC SH,MALE,2025-02-20,6 MONTHS,2025-08-20,DEAD,DISPO REQ,FIELD,,2025-08-20,DISPOSAL,,DEAD,LONDON DR / N PARK VICTORIA DR,MILPITAS,2025-08-20
A1391962,,OTHER,BROWN,BLACK,BAT,UNKNOWN,,NO AGE,2025-08-20,MED SEV,WILDLIFE,FIELD,,2025-08-21,EUTH,,MED SEV,S 10TH ST / ALMA ST,SAN JOSE,2025-08-25
A1391963,,CAT,BLACK,WHITE,DOMESTIC SH,UNKNOWN,2023-08-20,2 YEARS,2025-08-20,MED EMERG,STRAY,FIELD,,2025-08-24,EUTH,,MED SEV,2500 BLOCK OF ZACHARY WAT,SAN JOSE,2025-08-24
A1391964,PAT,DOG,BLACK,WHITE,PIT BULL,FEMALE,2023-08-26,2 YEARS,2025-08-20,BEH U,STRAY,FIELD,,2025-09-18,RESCUE,,BEH U,S 4TH ST / E SAN FERNANDO ST,SAN JOSE,2025-09-18
A1391965,SNOOPY,DOG,WHITE,BROWN,CHIHUAHUA SH,MALE,,NO AGE,2025-08-21,HEALTHY,CONFISCATE,POLICE,,2025-08-26,RTO,,,,SAN JOSE,2025-08-26
A1391966,TRAP 1,CAT,CALICO-DIL,,DOMESTIC SH,SPAYED,,NO AGE,2025-08-21,FERAL,S/N CLINIC,,,2025-08-21,SPAY,,FERAL,,SAN JOSE,2025-08-21
A1391967,TRAP 2,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,,NO AGE,2025-08-21,FERAL,S/N CLINIC,,,2025-08-21,SPAY,,FERAL,,SAN JOSE,2025-08-21
A1391968,TRAP 3,CAT,CALICO-TRI,,DOMESTIC SH,SPAYED,,NO AGE,2025-08-21,FERAL,S/N CLINIC,,,2025-08-21,SPAY,,FERAL,,SAN JOSE,2025-08-21
A1391969,TRAP 4,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,,NO AGE,2025-08-21,FERAL,S/N CLINIC,,,2025-08-21,NEUTER,,FERAL,,SAN JOSE,2025-08-21
A1391970,TRAP 5,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2025-08-21,FERAL,S/N CLINIC,,,2025-08-21,NEUTER,,FERAL,,SAN JOSE,2025-08-21
A1391971,TRAP 6,CAT,TABBY-ORG,,DOMESTIC SH,SPAYED,,NO AGE,2025-08-21,FERAL,S/N CLINIC,,,2025-08-21,SPAY,,FERAL,,SAN JOSE,2025-08-21
A1391972,TRAP 7,CAT,GRAY,,DOMESTIC SH,NEUTERED,,NO AGE,2025-08-21,FERAL,S/N CLINIC,,,2025-08-21,NEUTER,,FERAL,,SAN JOSE,2025-08-21
A1391973,TRAP 8,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,,NO AGE,2025-08-21,FERAL,S/N CLINIC,,,2025-08-21,NEUTER,,FERAL,,SAN JOSE,2025-08-21
A1391974,TRAP 9,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,,NO AGE,2025-08-21,FERAL,S/N CLINIC,,,2025-08-21,NEUTER,,FERAL,,SAN JOSE,2025-08-21
A1391975,TRAP 10,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,,NO AGE,2025-08-21,FERAL,S/N CLINIC,,,2025-08-21,RTF,,FERAL,,SAN JOSE,2025-08-21
A1391976,TRAP 11,CAT,BLACK,,DOMESTIC SH,SPAYED,,NO AGE,2025-08-21,FERAL,S/N CLINIC,,,2025-08-21,SPAY,,FERAL,,SAN JOSE,2025-08-21
A1391977,TRAP 12,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,,NO AGE,2025-08-21,FERAL,S/N CLINIC,,,2025-08-21,SPAY,,FERAL,,SAN JOSE,2025-08-21
A1391978,TRAP 13,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,,NO AGE,2025-08-21,FERAL,S/N CLINIC,,,2025-08-21,NEUTER,,FERAL,,SAN JOSE,2025-08-21
A1391979,TRAP 14,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,,NO AGE,2025-08-21,FERAL,S/N CLINIC,,,2025-08-21,NEUTER,,FERAL,,SAN JOSE,2025-08-21
A1391980,TRAP 15,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2025-08-21,FERAL,S/N CLINIC,,,2025-08-21,SPAY,,FERAL,,SAN JOSE,2025-08-21
A1391981,TRAP 16,CAT,CALICO-TRI,,DOMESTIC SH,SPAYED,,NO AGE,2025-08-21,FERAL,S/N CLINIC,,,2025-08-21,SPAY,,FERAL,,SAN JOSE,2025-08-21
A1391982,TRAP 17,CAT,TABBY-GRAY,,DOMESTIC SH,NEUTERED,,NO AGE,2025-08-21,FERAL,S/N CLINIC,,,2025-08-21,NEUTER,,FERAL,,SAN JOSE,2025-08-21
A1391983,TRAP 18,CAT,BLACK,,DOMESTIC SH,SPAYED,,NO AGE,2025-08-21,FERAL,S/N CLINIC,,,2025-08-21,SPAY,,FERAL,,SAN JOSE,2025-08-21
A1391984,TRAP 19,CAT,PT-CHOC,,DOMESTIC SH,NEUTERED,,NO AGE,2025-08-21,FERAL,S/N CLINIC,,,2025-08-21,NEUTER,,FERAL,,SAN JOSE,2025-08-21
A1391985,TRAP 20,CAT,TORTIE-DIL,,DOMESTIC SH,SPAYED,,NO AGE,2025-08-21,FERAL,S/N CLINIC,,,2025-08-21,RTF,,FERAL,,SAN JOSE,2025-08-21
A1391986,TRAP 21,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,,NO AGE,2025-08-21,FERAL,S/N CLINIC,,,2025-08-21,RTF,,FERAL,,SAN JOSE,2025-08-21
A1391987,TRAP 22,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,,NO AGE,2025-08-21,FERAL,S/N CLINIC,,,2025-08-21,NEUTER,,FERAL,,SAN JOSE,2025-08-21
A1391988,TRAP 23,CAT,GRAY,,DOMESTIC SH,SPAYED,,NO AGE,2025-08-21,FERAL,S/N CLINIC,,,2025-08-21,SPAY,,FERAL,,SAN JOSE,2025-08-21
A1391989,TRAP 24,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2025-08-21,FERAL,S/N CLINIC,,,2025-08-21,NEUTER,,FERAL,,SAN JOSE,2025-08-21
A1391990,TRAP 25,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2025-08-21,FERAL,S/N CLINIC,,,2025-08-21,NEUTER,,FERAL,,SAN JOSE,2025-08-21
A1391991,TRAP 26,CAT,BLACK,,DOMESTIC SH,SPAYED,,NO AGE,2025-08-21,FERAL,S/N CLINIC,,,2025-08-21,SPAY,,FERAL,,SAN JOSE,2025-08-21
A1391992,,CAT,BLACK,WHITE,DOMESTIC SH,FEMALE,2025-05-31,4 MONTHS,2025-08-21,HEALTHY,STRAY,OTC,,2025-08-29,TRANSFER,,HEALTHY,MABURY X KING,SAN JOSE,2025-08-29
A1391993,,CAT,BLACK,,DOMESTIC SH,MALE,2025-05-31,4 MONTHS,2025-08-21,HEALTHY,STRAY,OTC,,2025-08-27,TRANSFER,,HEALTHY,MABURY X KING,SAN JOSE,2025-08-27
A1392001,TRAP 27,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,,NO AGE,2025-08-21,FERAL,S/N CLINIC,,,2025-08-21,SPAY,,FERAL,,SAN JOSE,2025-08-21
